,Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled
293,92,Excel Skills for Business: Essentials,Macquarie University,COURSE,4.9,Beginner,200000
294,218,Excel Skills for Business: Intermediate I,Macquarie University,COURSE,4.9,Intermediate,76000
295,419,Excel Skills for Business: Intermediate II,Macquarie University,COURSE,4.8,Intermediate,39000
296,38,Excel to MySQL: Analytic Techniques for Business,Duke University,SPECIALIZATION,4.6,Beginner,490000
297,124,Excel/VBA for Creative Problem Solving,University of Colorado Boulder,SPECIALIZATION,4.8,Beginner,56000
298,418,"Excel/VBA for Creative Problem Solving, Part 1",University of Colorado Boulder,COURSE,4.8,Beginner,54000
299,137,Executive Data Science,Johns Hopkins University,SPECIALIZATION,4.5,Beginner,170000
300,880,Explorando la Energía Sustentable,Pontificia Universidad Católica de Chile,COURSE,4.8,Beginner,28000
301,99,Fashion as Design,The Museum of Modern Art,COURSE,4.8,Beginner,180000
302,509,Feminism and Social Justice,"University of California, Santa Cruz",COURSE,4.8,Beginner,18000
303,442,FinTech Law and Policy,Duke University,COURSE,4.8,Beginner,9700
304,531,FinTech: Finance Industry Transformation and Regulation,The Hong Kong University of Science and Technology,SPECIALIZATION,4.6,Beginner,13000
305,453,"FinTech: Foundations, Payments, and Regulations",University of Pennsylvania,COURSE,4.7,Beginner,12000
306,16,Finance & Quantitative Modeling for Analysts,University of Pennsylvania,SPECIALIZATION,4.5,Beginner,260000
307,257,Finance for Non-Finance Professionals,Rice University,COURSE,4.8,Beginner,69000
308,778,Finance for Non-Financial Managers,Emory University,COURSE,4.4,Intermediate,12000
309,85,Financial Accounting Fundamentals,University of Virginia,COURSE,4.8,Beginner,65000
310,396,Financial Acumen for Non-Financial Managers,University of Pennsylvania,COURSE,4.5,Beginner,10000
311,158,Financial Engineering and Risk Management Part I,Columbia University,COURSE,4.6,Mixed,100000
312,149,Financial Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,76000
313,14,Financial Markets,Yale University,COURSE,4.8,Beginner,470000
314,259,Financial Markets and Investment Strategy,Indian School of Business,SPECIALIZATION,4.5,Beginner,60000
315,682,Financial Reporting,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Intermediate,12000
316,356,Financial Technology (Fintech) Innovations,University of Michigan,SPECIALIZATION,4.7,Beginner,6500
317,382,Financing and Investing in Infrastructure,Università Bocconi,COURSE,4.8,Mixed,24000
318,366,Finanzas corporativas,Universidad Nacional Autónoma de México,SPECIALIZATION,4.6,Intermediate,30000
319,552,Finanzas personales,Universidad Nacional Autónoma de México,COURSE,4.8,Mixed,310000
320,109,Finding Purpose and Meaning In Life: Living for What Matters Most,University of Michigan,COURSE,4.7,Beginner,36000
321,66,Fintech: Foundations & Applications of Financial Technology,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,20000
322,113,First Step Korean,Yonsei University,COURSE,4.9,Beginner,400000
323,102,Food & Beverage Management,Università Bocconi,COURSE,4.8,Mixed,57000
324,174,Forensic Accounting and Fraud Examination,West Virginia University,COURSE,4.7,Mixed,42000
325,851,Formulación y evaluación de proyectos complejos,Universidad de los Andes,COURSE,4.9,Intermediate,4400
326,337,Foundational Finance for Strategic Decision Making,University of Michigan,SPECIALIZATION,4.8,Beginner,14000
327,721,Foundations of Business Strategy,University of Virginia,COURSE,4.8,Beginner,63000
328,775,Foundations of Everyday Leadership,University of Illinois at Urbana-Champaign,COURSE,4.8,Mixed,62000
329,313,Foundations of Global Health,Johns Hopkins University,SPECIALIZATION,4.7,Beginner,31000
330,209,Foundations of Management,IESE Business School,SPECIALIZATION,4.8,Beginner,64000
331,569,Foundations of Marketing Analytics,Emory University,SPECIALIZATION,4.2,Intermediate,27000
332,32,Foundations of Positive Psychology,University of Pennsylvania,SPECIALIZATION,4.8,Beginner,89000
333,521,Foundations of Public Health Practice,Imperial College London,SPECIALIZATION,4.8,Beginner,3200
334,203,From Data to Insights with Google Cloud Platform,Google Cloud,SPECIALIZATION,4.6,Beginner,26000
335,698,From the Big Bang to Dark Energy,The University of Tokyo,COURSE,4.8,Beginner,52000
336,863,Front-End Web Development with React,The Hong Kong University of Science and Technology,COURSE,4.7,Intermediate,45000
337,501,Front-End Web UI Frameworks and Tools: Bootstrap 4,The Hong Kong University of Science and Technology,COURSE,4.8,Intermediate,89000
338,108,Full Stack Web and Multiplatform Mobile App Development,The Hong Kong University of Science and Technology,SPECIALIZATION,4.7,Intermediate,150000
339,89,Full-Stack Web Development with React,The Hong Kong University of Science and Technology,SPECIALIZATION,4.7,Intermediate,140000
340,790,Functional Programming Principles in Scala,École Polytechnique Fédérale de Lausanne,COURSE,4.8,Intermediate,170000
341,150,Functional Programming in Scala,École Polytechnique Fédérale de Lausanne,SPECIALIZATION,4.7,Intermediate,220000
342,441,Fundamental Neuroscience for Neuroimaging,Johns Hopkins University,COURSE,4.6,Beginner,30000
343,295,Fundamentals of Accounting,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.6,Beginner,39000
344,164,Fundamentals of Computing,Rice University,SPECIALIZATION,4.8,Beginner,200000
345,581,Fundamentals of Engineering Exam Review,Georgia Institute of Technology,COURSE,4.7,Mixed,49000
346,425,Fundamentals of GIS,"University of California, Davis",COURSE,4.8,Beginner,86000
347,162,Fundamentals of Graphic Design,California Institute of the Arts,COURSE,4.8,Beginner,290000
348,130,Fundamentals of Immunology,Rice University,SPECIALIZATION,4.7,Intermediate,20000
349,415,Fundamentals of Immunology: Innate Immunity and B-Cell Function,Rice University,COURSE,4.7,Intermediate,18000
350,633,Fundamentals of Music Theory,The University of Edinburgh,COURSE,4.6,Beginner,180000
351,77,Fundamentals of Project Planning and Management,University of Virginia,COURSE,4.7,Beginner,120000
352,165,Fundamentals of Quantitative Modeling,University of Pennsylvania,COURSE,4.6,Mixed,110000
353,475,Fundamentals of Reinforcement Learning,University of Alberta,COURSE,4.8,Intermediate,22000
354,520,Fundamentals of Visualization with Tableau,"University of California, Davis",COURSE,4.5,Beginner,81000
355,742,Fundamentos Empresariales,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,25000
356,857,Fundamentos Estratégicos Empresariales,Universidad Nacional Autónoma de México,SPECIALIZATION,4.6,Beginner,56000
357,724,Fundamentos de Excel para Negocios,Universidad Austral,COURSE,4.7,Beginner,150000
358,388,Fundamentos de Finanzas Empresariales,Universidad de los Andes,COURSE,4.8,Beginner,110000
359,705,Fundamentos de la escritura,Tecnológico de Monterrey,COURSE,4.6,Beginner,47000
360,370,Fundraising and Development,"University of California, Davis",SPECIALIZATION,4.6,Beginner,4900
361,145,Futures Thinking,Institute for the Future,SPECIALIZATION,4.8,Beginner,9400
362,115,G Suite Administration,Google Cloud,SPECIALIZATION,4.7,Beginner,10000
363,286,"GIS, Mapping, and Spatial Analysis",University of Toronto,SPECIALIZATION,4.8,Beginner,140000
364,206,Game Design and Development,Michigan State University,SPECIALIZATION,4.7,Intermediate,100000
365,141,Game Theory,Stanford University,COURSE,4.6,Beginner,260000
366,268,Gamification,University of Pennsylvania,COURSE,4.8,Mixed,110000
367,802,Gender and Sexuality: Diversity and Inclusion in the Workplace,University of Pittsburgh,COURSE,4.7,Beginner,14000
368,76,Genomic Data Science,Johns Hopkins University,SPECIALIZATION,4.4,Intermediate,80000
369,79,Geographic Information Systems  (GIS),"University of California, Davis",SPECIALIZATION,4.8,Beginner,97000
370,694,Geopolitics of Europe,Sciences Po,COURSE,4.3,Mixed,19000
371,567,Geopolítica y gobernanza global: riesgos y oportunidades,ESADE Business and Law School,COURSE,4.8,Mixed,34000
372,650,Gestión de organizaciones efectivas,Pontificia Universidad Católica de Chile,COURSE,4.7,Mixed,47000
373,540,Get Interactive: Practical Teaching with Technology,Bloomsbury Learning Exchange,COURSE,4.7,Beginner,14000
374,681,Getting Started With Music Theory,Michigan State University,COURSE,4.5,Beginner,59000
375,568,Getting Started with AWS Machine Learning,Amazon Web Services,COURSE,4.5,Intermediate,73000
376,734,Getting Started with Go,"University of California, Irvine",COURSE,4.6,Intermediate,59000
377,422,Getting Started with Google Kubernetes Engine,Google Cloud,COURSE,4.5,Intermediate,75000
378,411,Getting Started with Google Sheets,Google Cloud,COURSE,4.6,Beginner,18000
379,538,Getting Started with SAS Programming,SAS,COURSE,4.9,Beginner,22000
380,192,Global Diplomacy – Diplomacy in the Modern World,SOAS University of London,COURSE,4.6,Mixed,79000
381,400,Global Diplomacy: the United Nations in the World,SOAS University of London,COURSE,4.7,Beginner,29000
382,643,Global Energy and Climate Policy,SOAS University of London,COURSE,4.5,Beginner,10000
383,578,Global Environmental Management,Technical University of Denmark (DTU),COURSE,4.6,Intermediate,22000
384,835,Global Financial Markets and Instruments,Rice University,COURSE,4.6,Mixed,37000
385,761,Global Financing Solutions  (by EDHEC and Société Générale),EDHEC Business School,COURSE,4.6,Intermediate,3600
386,740,Global Trends for Business and Society,University of Pennsylvania,COURSE,4.8,Mixed,7600
387,717,"Globalization, Economic Growth and Stability",IE Business School,SPECIALIZATION,4.8,Intermediate,44000
388,355,Good with Words: Writing and Editing,University of Michigan,SPECIALIZATION,4.6,Beginner,3800
389,227,Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,COURSE,4.6,Intermediate,120000
390,849,Google Cloud Platform Fundamentals for AWS Professionals,Google Cloud,COURSE,4.7,Intermediate,36000
391,25,Google IT Automation with Python,Google,PROFESSIONAL CERTIFICATE,4.7,Beginner,93000
392,4,Google IT Support,Google,PROFESSIONAL CERTIFICATE,4.8,Beginner,350000
393,385,Grammar and Punctuation,"University of California, Irvine",COURSE,4.7,Mixed,430000
394,513,Graphic Design Elements for Non-Designers,University of Colorado Boulder,SPECIALIZATION,4.7,Beginner,10000
395,287,Greek and Roman Mythology,University of Pennsylvania,COURSE,4.8,Mixed,260000
396,369,Greening the Economy: Sustainable Cities,Lund University,COURSE,4.6,Beginner,56000
397,757,Guitar for Beginners,Berklee College of Music,COURSE,4.8,Mixed,210000
398,710,Gut Check: Exploring Your Microbiome,University of California San Diego,COURSE,4.7,Mixed,62000
399,329,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,COURSE,4.8,Mixed,240000
400,231,Habilidades Gerenciales,Universidad Nacional Autónoma de México,SPECIALIZATION,4.7,Beginner,43000
401,785,Hacia una práctica constructivista en el aula,Pontificia Universidad Católica de Chile,COURSE,4.8,Mixed,62000
402,803,Hardware Description Languages for FPGA Design,University of Colorado Boulder,COURSE,4.2,Intermediate,7400
403,429,Healing with the Arts,University of Florida,COURSE,4.6,Mixed,39000
404,244,Health Informatics,Johns Hopkins University,SPECIALIZATION,4.5,Beginner,8100
405,739,Health Information Literacy for Data Analytics,"University of California, Davis",SPECIALIZATION,4.5,Intermediate,5400
406,373,Healthcare Law,University of Pennsylvania,SPECIALIZATION,4.7,Intermediate,1700
407,423,Healthcare Marketplace,University of Minnesota,SPECIALIZATION,4.4,Beginner,36000
408,596,Healthcare Organization Operations,Rutgers the State University of New Jersey,SPECIALIZATION,4.6,Beginner,5500
409,845,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",Northwestern University,COURSE,4.8,Mixed,46000
410,700,Homeland Security and Cybersecurity,University of Colorado System,SPECIALIZATION,4.7,Beginner,5500
411,177,"Hotel Management: Distribution, Revenue and Demand Management",ESSEC Business School,SPECIALIZATION,4.6,Beginner,28000
412,554,How Things Work: An Introduction to Physics,University of Virginia,COURSE,4.8,Intermediate,170000
413,767,How To Create a Website in a Weekend! (Project-Centered Course),The State University of New York,COURSE,3.3,Mixed,140000
414,609,How to Start Your Own Business,Michigan State University,SPECIALIZATION,4.1,Beginner,34000
415,52,Human Resource Management: HR for People Managers,University of Minnesota,SPECIALIZATION,4.7,Beginner,98000
416,34,IBM AI Engineering,IBM,PROFESSIONAL CERTIFICATE,4.6,Intermediate,140000
417,571,IBM AI Enterprise Workflow,IBM,SPECIALIZATION,4.4,Advanced,3500
418,12,IBM Applied AI,IBM,PROFESSIONAL CERTIFICATE,4.6,Beginner,220000
419,408,IBM Customer Engagement Specialist Professional Certificate,IBM,COURSE,4.8,Beginner,3300
420,0,IBM Data Science,IBM,PROFESSIONAL CERTIFICATE,4.6,Beginner,480000
421,98,IT Fundamentals for Cybersecurity,IBM,SPECIALIZATION,4.5,Beginner,35000
422,476,IT Security: Defense against the digital dark arts,Google,COURSE,4.8,Beginner,62000
423,856,"Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery",(ISC)²,COURSE,4.9,Beginner,1700
424,562,Implementación del Marketing Mix,IE Business School,SPECIALIZATION,4.7,Beginner,23000
425,640,Implementing RPA with Cognitive Automation and Analytics,Automation Anywhere,SPECIALIZATION,4.6,Beginner,2200
426,36,Improve Your English Communication Skills,Georgia Institute of Technology,SPECIALIZATION,4.7,Beginner,610000
427,123,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",deeplearning.ai,COURSE,4.9,Beginner,270000
428,748,Improving Leadership & Governance in Nonprofit Organizations,Luther College at the University of Regina,SPECIALIZATION,4.4,Beginner,18000
429,318,In the Studio: Postwar Abstract Painting,The Museum of Modern Art,COURSE,4.9,Beginner,79000
430,110,Indigenous Canada,University of Alberta,COURSE,4.8,Mixed,51000
431,572,Industrial IoT on Google Cloud Platform,Google Cloud,COURSE,4.5,Beginner,34000
432,401,Infectious Disease Modelling,Imperial College London,SPECIALIZATION,5.0,Intermediate,1600
433,805,Influencer Marketing Strategy,Rutgers the State University of New Jersey,COURSE,4.4,Intermediate,12000
434,224,"Influencing: Storytelling, Change Management and Governance",Macquarie University,SPECIALIZATION,4.8,Beginner,22000
435,549,Information Security: Context and Introduction,"Royal Holloway, University of London",COURSE,4.6,Beginner,32000
436,537,Information Visualization,New York University,SPECIALIZATION,4.6,Beginner,10000
437,485,Information​ ​Systems,University of Minnesota,SPECIALIZATION,4.7,Beginner,16000
438,169,Initiating and Planning Projects,"University of California, Irvine",COURSE,4.7,Mixed,180000
439,365,Innovation Management,Erasmus University Rotterdam,COURSE,4.6,Beginner,40000
440,747,"Innovation Through Design: Think, Make, Break, Repeat",The University of Sydney,COURSE,4.8,Beginner,10000
441,673,Innovation: From Creativity to Entrepreneurship,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Beginner,25000
442,219,Inspirational Leadership: Leading with Sense,HEC Paris,SPECIALIZATION,4.5,Beginner,72000
443,184,Inspired Leadership,Case Western Reserve University,SPECIALIZATION,4.7,Intermediate,97000
444,443,Inspiring and Motivating Individuals,University of Michigan,COURSE,4.8,Mixed,85000
445,345,Instructional Design Foundations and Applications,University of Illinois at Urbana-Champaign,COURSE,4.2,Mixed,12000
446,837,Instructional Methods in Health Professions Education,University of Michigan,COURSE,4.6,Intermediate,9700
447,171,Integrative Health and Medicine,University of Minnesota,SPECIALIZATION,4.8,Beginner,14000
448,120,Intellectual Property Law,University of Pennsylvania,SPECIALIZATION,4.8,Intermediate,8700
449,128,Interaction Design,University of California San Diego,SPECIALIZATION,4.5,Intermediate,150000
450,762,Intercultural Management,ESCP Business School,COURSE,4.6,Beginner,6500
451,451,International Business Essentials,University of London,SPECIALIZATION,4.5,Intermediate,22000
452,701,International Cyber Conflicts,The State University of New York,COURSE,4.4,Mixed,25000
453,404,International Humanitarian Law in Theory and Practice,Kalshoven-Gieskes Forum,COURSE,4.8,Beginner,22000
454,579,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,Universiteit Leiden,COURSE,4.8,Mixed,36000
455,280,International Law in Action: the Arbitration of International Disputes,Universiteit Leiden,COURSE,4.8,Mixed,19000
456,228,International Leadership and Organizational Behavior,Università Bocconi,COURSE,4.8,Mixed,41000
457,615,International Marketing & Cross Industry Growth,Yonsei University,SPECIALIZATION,4.6,Beginner,26000
458,346,International Organizations Management,University of Geneva,COURSE,4.8,Beginner,20000
459,447,International Security Management,Erasmus University Rotterdam,COURSE,4.5,Beginner,2200
460,193,International Women's Health and Human Rights,Stanford University,COURSE,4.9,Beginner,35000
461,593,International migrations: a global issue,Sciences Po,COURSE,4.6,Beginner,11000
462,667,Internet Connection: How to Get Online?,Cisco,COURSE,4.7,Beginner,36000
463,834,Internet Giants: The Law and Economics of Media Platforms,The University of Chicago,COURSE,4.8,Mixed,38000
464,582,Interviewing and Resume Writing in English,"University of Maryland, College Park",SPECIALIZATION,4.6,Intermediate,66000
465,495,Introducción a Data Science: Programación Estadística con R,Universidad Nacional Autónoma de México,COURSE,4.7,Beginner,140000
466,327,Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,COURSE,4.4,Beginner,100000
467,844,Introduction aux Droits de l’Homme,University of Geneva,COURSE,4.8,Mixed,46000
468,830,Introduction to Ableton Live,Berklee College of Music,COURSE,4.8,Mixed,60000
469,427,Introduction to Artificial Intelligence (AI),IBM,COURSE,4.7,Beginner,44000
470,862,Introduction to Big Data,University of California San Diego,COURSE,4.6,Mixed,160000
471,608,Introduction to Blockchain Technologies,INSEAD,COURSE,4.7,Beginner,16000
472,620,Introduction to Breast Cancer,Yale University,COURSE,4.9,Mixed,27000
473,713,Introduction to Business Analytics: Communicating with Data,University of Illinois at Urbana-Champaign,COURSE,4.7,Intermediate,14000
474,664,Introduction to CSS3,University of Michigan,COURSE,4.8,Mixed,84000
475,412,Introduction to Calculus,The University of Sydney,COURSE,4.8,Intermediate,53000
476,879,Introduction to Chemistry:  Reactions and Ratios,Duke University,COURSE,4.8,Beginner,46000
477,421,Introduction to Classical Music,Yale University,COURSE,4.9,Mixed,150000
478,594,Introduction to Cloud Computing,IBM,COURSE,4.6,Beginner,2600
479,780,Introduction to Computer Programming,"Goldsmiths, University of London",COURSE,4.3,Beginner,20000
480,254,Introduction to Computer Science and Programming,"Goldsmiths, University of London",SPECIALIZATION,4.3,Beginner,32000
481,336,Introduction to Corporate Finance,University of Pennsylvania,COURSE,4.6,Mixed,130000
482,723,Introduction to Cyber Attacks,New York University,COURSE,4.7,Beginner,27000
483,183,Introduction to Cyber Security,New York University,SPECIALIZATION,4.7,Beginner,32000
484,469,Introduction to Cybersecurity Tools & Cyber Attacks,IBM,COURSE,4.5,Beginner,30000
485,548,Introduction to Data Analysis Using Excel,Rice University,COURSE,4.7,Mixed,99000
486,1,Introduction to Data Science,IBM,SPECIALIZATION,4.6,Beginner,310000
487,187,Introduction to Data Science in Python,University of Michigan,COURSE,4.5,Intermediate,390000
488,253,Introduction to Dental Medicine,University of Pennsylvania,COURSE,4.8,Beginner,25000
489,196,Introduction to Discrete Mathematics for Computer Science,National Research University Higher School of Economics,SPECIALIZATION,4.4,Beginner,75000
490,745,Introduction to Electronics,Georgia Institute of Technology,COURSE,4.7,Mixed,110000
491,649,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,COURSE,4.5,Intermediate,41000
492,628,Introduction to Engineering Mechanics,Georgia Institute of Technology,COURSE,4.7,Mixed,150000
493,511,Introduction to Environmental Law and Policy,The University of North Carolina at Chapel Hill,COURSE,4.8,Mixed,34000
494,204,Introduction to Financial Accounting,University of Pennsylvania,COURSE,4.7,Mixed,200000
495,377,Introduction to Forensic Science,"Nanyang Technological University, Singapore",COURSE,4.9,Mixed,47000
496,850,Introduction to Game Development,Michigan State University,COURSE,4.8,Mixed,79000
497,499,Introduction to Genetics and Evolution,Duke University,COURSE,4.8,Mixed,74000
498,878,Introduction to Genomic Technologies,Johns Hopkins University,COURSE,4.6,Mixed,42000
499,307,Introduction to HTML5,University of Michigan,COURSE,4.7,Mixed,220000
500,774,Introduction to Imagemaking,California Institute of the Arts,COURSE,4.5,Beginner,54000
501,689,Introduction to Intellectual Property,University of Pennsylvania,COURSE,4.8,Beginner,6000
502,417,Introduction to International Criminal Law,Case Western Reserve University,COURSE,4.8,Mixed,82000
503,136,Introduction to Marketing,University of Pennsylvania,COURSE,4.8,Mixed,220000
504,340,Introduction to Mathematical Thinking,Stanford University,COURSE,4.8,Intermediate,270000
505,533,Introduction to Operations Management,University of Pennsylvania,COURSE,4.5,Mixed,87000
506,542,Introduction to Personal Branding,University of Virginia,COURSE,4.4,Beginner,140000
507,235,Introduction to Philosophy,The University of Edinburgh,COURSE,4.6,Mixed,370000
508,617,Introduction to Portfolio Construction and Analysis with Python,EDHEC Business School,COURSE,4.8,Mixed,11000
509,473,Introduction to Probability and Data,Duke University,COURSE,4.7,Beginner,160000
510,190,Introduction to Programming in C,Duke University,SPECIALIZATION,4.7,Beginner,82000
511,308,Introduction to Programming with MATLAB,Vanderbilt University,COURSE,4.8,Beginner,270000
512,29,Introduction to Psychology,Yale University,COURSE,4.9,Beginner,270000
513,293,Introduction to Scripting in Python,Rice University,SPECIALIZATION,4.7,Beginner,49000
514,729,Introduction to Self-Driving Cars,University of Toronto,COURSE,4.8,Advanced,39000
515,339,Introduction to Spreadsheets and Models,University of Pennsylvania,COURSE,4.2,Mixed,76000
516,766,Introduction to Statistics & Data Analysis in Public Health,Imperial College London,COURSE,4.7,Beginner,12000
517,312,Introduction to Sustainability,University of Illinois at Urbana-Champaign,COURSE,4.8,Mixed,69000
518,250,Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,COURSE,4.8,Mixed,67000
519,758,Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),COURSE,4.7,Mixed,33000
520,230,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",deeplearning.ai,COURSE,4.7,Intermediate,150000
521,735,Introduction to Thermodynamics: Transferring Energy from Here to There,University of Michigan,COURSE,4.8,Beginner,4100
522,659,"Introduction to Trading, Machine Learning & GCP",New York Institute of Finance,COURSE,4.0,Intermediate,13000
523,557,Introduction to Typography,California Institute of the Arts,COURSE,4.8,Beginner,72000
524,428,Introduction to User Experience Design,Georgia Institute of Technology,COURSE,4.5,Beginner,87000
525,744,Introduction to User Experience Principles and Processes,University of Michigan,COURSE,4.8,Beginner,16000
526,625,Introduction to Web Development,"University of California, Davis",COURSE,4.7,Beginner,76000
527,194,Introduction to the Biology of Cancer,Johns Hopkins University,COURSE,4.8,Beginner,110000
528,270,Introductory Human Physiology,Duke University,COURSE,4.7,Mixed,270000
529,741,Introdução aos Princípios e Práticas da Gestão De Projetos,Universidade de São Paulo,SPECIALIZATION,4.9,Beginner,4500
530,866,Introdução à Ciência da Computação com Python Parte 1,Universidade de São Paulo,COURSE,4.9,Beginner,120000
531,80,Investment Management,University of Geneva,SPECIALIZATION,4.7,Beginner,99000
532,147,Investment Management with Python and Machine Learning,EDHEC Business School,SPECIALIZATION,4.6,Beginner,14000
533,195,Investment and Portfolio Management,Rice University,SPECIALIZATION,4.5,Beginner,49000
534,639,Japanese for beginners 1,Saint Petersburg State University,COURSE,4.6,Beginner,4400
535,45,Java Programming and Software Engineering Fundamentals,Duke University,SPECIALIZATION,4.6,Beginner,380000
536,518,Java Programming: Solving Problems with Software,Duke University,COURSE,4.6,Beginner,160000
537,586,Julia Scientific Programming,University of Cape Town,COURSE,4.5,Beginner,22000
538,546,Kotlin for Java Developers,JetBrains,COURSE,4.7,Intermediate,37000
539,516,L'excellence opérationnelle en pratique,ESSEC Business School,COURSE,4.7,Beginner,8000
540,750,"L'impact investing, la finance qui change le monde",ESSEC Business School,SPECIALIZATION,4.6,Beginner,6300
541,654,Leadership Development for Engineers,Rice University,SPECIALIZATION,4.7,Beginner,17000
542,577,Leadership in 21st Century Organizations,Copenhagen Business School,COURSE,4.7,Mixed,34000
543,656,Leading Healthcare Quality and Safety,The George Washington University,COURSE,4.8,Beginner,16000
544,61,Leading People and Teams,University of Michigan,SPECIALIZATION,4.7,Beginner,220000
545,755,"Leading for Equity, Diversity and Inclusion in Higher Education",University of Michigan,COURSE,4.7,Intermediate,5900
546,433,Leading: Human Resource Management and Leadership,Macquarie University,SPECIALIZATION,4.8,Intermediate,16000
547,155,Learn Chinese: HSK Test Preparation,Peking University,SPECIALIZATION,4.8,Beginner,43000
548,786,Learn English,Tsinghua University,SPECIALIZATION,4.3,Beginner,22000
549,394,Learn English: Advanced Academic Speaking and Listening,"University of California, Irvine",SPECIALIZATION,4.5,Intermediate,78000
550,271,Learn English: Advanced Grammar and Punctuation,"University of California, Irvine",SPECIALIZATION,4.8,Advanced,52000
551,172,Learn English: Intermediate Grammar,"University of California, Irvine",SPECIALIZATION,4.7,Intermediate,120000
552,360,Learn Mandarin Chinese,Shanghai Jiao Tong University,SPECIALIZATION,4.8,Beginner,39000
553,74,Learn SQL Basics for Data Science,"University of California, Davis",SPECIALIZATION,4.6,Beginner,160000
554,112,Learn Spanish: Basic Spanish Vocabulary,"University of California, Davis",SPECIALIZATION,4.6,Beginner,80000
555,260,Learn to Program: The Fundamentals,University of Toronto,COURSE,4.8,Beginner,180000
556,311,Learn to Speak Korean 1,Yonsei University,COURSE,4.9,Beginner,120000
557,90,Learning to Teach Online,UNSW Sydney (The University of New South Wales),COURSE,4.7,Beginner,68000
558,839,Legal Tech & Startups,IE Business School,COURSE,4.5,Intermediate,7200
559,541,Les Fondamentaux de la Négociation,ESSEC Business School,COURSE,4.7,Beginner,10000
560,699,Liderazgo efectivo para el siglo XXI,Universidad de los Andes,SPECIALIZATION,4.8,Intermediate,23000
561,843,Linear Circuits 1: DC Analysis,Georgia Institute of Technology,COURSE,4.6,Mixed,29000
562,769,Love as a Force for Social Justice,Stanford University,COURSE,4.7,Beginner,14000
563,181,Machine Learning,University of Washington,SPECIALIZATION,4.6,Intermediate,290000
564,6,Machine Learning,Stanford University,COURSE,4.9,Mixed,3200
565,831,Machine Learning Foundations: A Case Study Approach,University of Washington,COURSE,4.6,Mixed,240000
566,352,Machine Learning and Reinforcement Learning in Finance,New York University,SPECIALIZATION,3.7,Intermediate,29000
567,585,Machine Learning for All,University of London,COURSE,4.6,Beginner,19000
568,264,Machine Learning for Business Professionals,Google Cloud,COURSE,4.6,Intermediate,58000
569,178,Machine Learning for Trading,Google Cloud,SPECIALIZATION,3.9,Intermediate,15000
570,321,Machine Learning with Python,IBM,COURSE,4.7,Intermediate,120000
571,125,Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,SPECIALIZATION,4.5,Intermediate,72000
572,791,Magic in the Middle Ages,Universitat de Barcelona,COURSE,4.6,Beginner,78000
573,435,Making Architecture,IE School of Architecture & Design,COURSE,4.7,Beginner,43000
574,73,Management of Fashion and Luxury Companies,Università Bocconi,COURSE,4.7,Mixed,120000
575,467,Managerial Accounting Fundamentals,University of Virginia,COURSE,4.9,Beginner,11000
576,409,Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,55000
577,91,Managing Innovation and Design Thinking,HEC Paris,SPECIALIZATION,4.7,Beginner,23000
578,556,Managing Project Risks and Changes,"University of California, Irvine",COURSE,4.7,Mixed,71000
579,558,Managing Social and Human Capital,University of Pennsylvania,COURSE,4.5,Beginner,27000
580,796,Managing Your Health: The Role of Physical Therapy and Exercise,University of Toronto,COURSE,4.6,Beginner,47000
581,380,Market Research,"University of California, Davis",SPECIALIZATION,4.5,Beginner,22000
582,241,Marketing Digital,Universidade de São Paulo,COURSE,4.8,Beginner,81000
583,325,Marketing Digital,Universidad Austral,SPECIALIZATION,4.7,Beginner,39000
584,449,Marketing Gerencial,Universidad de Chile,COURSE,4.7,Intermediate,49000
585,140,Marketing Mix Implementation,IE Business School,SPECIALIZATION,4.6,Beginner,93000
586,211,Marketing Strategy,IE Business School,SPECIALIZATION,4.4,Beginner,57000
587,669,Marketing Verde,Universidad de los Andes,COURSE,4.8,Mixed,58000
588,367,Marketing con Redes Sociales,Tecnológico de Monterrey,SPECIALIZATION,4.4,Intermediate,60000
589,310,Marketing in a Digital World,University of Illinois at Urbana-Champaign,COURSE,4.7,Beginner,310000
